"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 22 15:17:11 EET 2024","Mon Jan 22 15:17:12 EET 2024","370","","Sent letter to support from guestbook","","","","Should type data and save screenshot ",""
